sale_date,car_model,sales_amount,dealer,color,engine_capacity,model_year,horsepower,type
2023-06-07,Toyota Camry,34535,Dealer B,Green,3.0L,2023,227,Sports
2024-04-12,Audi A4,32001,Dealer B,Gray,3.5L,2023,238,Premium
2025-02-05,Toyota Camry,47839,Dealer B,Black,3.0L,2024,339,SUV
2023-01-16,Toyota Corolla,40487,Dealer B,Green,2.0L,2023,214,Premium
2023-11-06,Ford Focus,44146,Dealer B,Blue,2.5L,2022,151,Standard Sedan
2022-02-27,Honda Civic,25916,Dealer B,Green,2.0L,2024,269,Premium
2023-03-24,Toyota Corolla,29386,Dealer B,Silver,3.5L,2022,167,Premium
2023-09-04,Chevrolet Impala,45350,Dealer B,White,3.0L,2021,248,SUV
2020-05-12,Honda Accord,20458,Dealer B,Black,3.0L,2025,256,Sports
2023-10-31,Honda Civic,31918,Dealer B,Silver,2.5L,2023,282,Premium
2024-04-29,Ford Mustang,52221,Dealer B,Blue,2.0L,2020,276,Premium
2020-01-27,Chevrolet Impala,27565,Dealer B,Green,3.5L,2024,369,Intermediate Sedan
2024-11-13,BMW 3 Series,54480,Dealer B,Black,2.0L,2023,398,SUV
2022-09-03,BMW 3 Series,42899,Dealer B,Silver,2.5L,2022,208,Premium
2023-12-25,BMW 3 Series,21623,Dealer B,Black,2.0L,2020,400,Premium
2022-04-23,BMW 3 Series,30320,Dealer B,Gray,2.5L,2022,211,Premium
2020-03-16,Honda Civic,17372,Dealer B,Gray,2.0L,2022,314,Intermediate Sedan
2023-12-31,BMW 5 Series,26248,Dealer B,Blue,3.5L,2022,381,Intermediate Sedan
2021-03-29,Toyota Camry,23643,Dealer B,Black,2.0L,2020,385,Standard Sedan
2022-12-06,Ford Mustang,44090,Dealer B,Red,2.5L,2022,237,Standard Sedan
2020-04-30,Audi A6,29930,Dealer B,Gray,3.0L,2025,349,Intermediate Sedan
2025-03-15,Toyota Corolla,19847,Dealer B,Red,2.0L,2020,361,Standard Sedan
2023-08-29,Audi A6,24021,Dealer B,Silver,3.5L,2024,376,SUV
2023-04-13,Toyota Camry,49716,Dealer B,White,3.5L,2020,200,SUV
2023-10-08,Toyota Camry,34874,Dealer B,Gray,2.0L,2025,235,Sports
2020-07-27,Ford Focus,33608,Dealer B,Black,3.5L,2023,169,SUV
2024-01-25,Honda Civic,21978,Dealer B,Silver,3.5L,2024,187,Premium
2022-07-19,Toyota Camry,15228,Dealer B,Gray,2.5L,2021,215,Intermediate Sedan
2023-10-16,Audi A4,27205,Dealer B,Green,3.0L,2020,229,Sports
2022-04-01,BMW 3 Series,16488,Dealer B,Gray,3.0L,2021,231,SUV
2023-03-05,Honda Civic,52294,Dealer B,Silver,3.5L,2023,163,Intermediate Sedan
2020-11-23,Honda Accord,19709,Dealer B,Black,2.5L,2024,258,SUV
2021-03-14,Audi A6,19406,Dealer B,Black,3.5L,2021,281,Standard Sedan
2023-07-15,Audi A6,39783,Dealer B,Silver,2.5L,2020,271,Intermediate Sedan
2024-05-13,Honda Civic,16263,Dealer B,Black,3.5L,2021,281,Sports
2020-08-07,Audi A4,41077,Dealer B,Silver,3.0L,2021,337,Premium
2022-05-17,Chevrolet Impala,24329,Dealer B,Green,2.0L,2021,174,SUV
2023-08-21,Ford Focus,44432,Dealer B,Green,2.0L,2020,377,SUV
2023-09-09,Ford Focus,50257,Dealer B,Blue,3.0L,2025,383,Intermediate Sedan
2020-02-15,Ford Focus,52527,Dealer B,Silver,3.0L,2025,245,SUV
2023-08-05,Honda Accord,53740,Dealer B,Silver,2.0L,2023,310,Sports
2022-07-16,Honda Accord,27374,Dealer B,Gray,2.0L,2020,217,Sports
2023-05-04,Chevrolet Malibu,56669,Dealer B,Blue,2.5L,2023,400,SUV
2021-10-02,Chevrolet Malibu,16780,Dealer B,Blue,3.0L,2023,176,Sports
2024-03-30,BMW 3 Series,22491,Dealer B,White,3.5L,2023,156,Premium
2024-01-08,Toyota Camry,26682,Dealer B,Red,3.0L,2025,384,Sports
2021-05-07,BMW 3 Series,56727,Dealer B,Black,2.0L,2022,231,Intermediate Sedan
2020-03-25,Audi A4,25663,Dealer B,Black,3.0L,2020,305,Premium
2020-11-05,Ford Mustang,26551,Dealer B,Silver,3.0L,2024,174,Sports
2023-03-31,Ford Focus,25452,Dealer B,Red,2.0L,2022,293,Premium
2024-12-14,Ford Focus,21189,Dealer B,Silver,3.0L,2023,374,Intermediate Sedan
2021-11-26,Honda Accord,50280,Dealer B,White,3.5L,2021,283,Intermediate Sedan
2020-12-05,Toyota Camry,18662,Dealer B,White,2.0L,2023,253,Sports
2021-04-08,BMW 3 Series,37272,Dealer B,Gray,2.0L,2021,216,Intermediate Sedan
2024-09-11,Toyota Camry,57197,Dealer B,Red,2.0L,2021,204,Premium
2023-04-30,Audi A4,25646,Dealer B,Gray,3.5L,2020,248,Intermediate Sedan
2022-09-07,Ford Focus,28451,Dealer B,Black,2.5L,2021,192,SUV
2023-09-21,Honda Accord,57675,Dealer B,Green,3.5L,2022,244,Standard Sedan
2020-12-12,Honda Civic,59536,Dealer B,Blue,3.0L,2021,209,Sports
2020-10-26,Chevrolet Impala,36567,Dealer B,Blue,3.5L,2021,161,Premium
2022-09-26,Chevrolet Malibu,57972,Dealer B,Silver,2.5L,2020,248,Sports
2023-10-04,Toyota Camry,28129,Dealer B,Green,3.5L,2023,391,Standard Sedan
2025-02-17,BMW 5 Series,40884,Dealer B,Silver,2.5L,2023,377,Premium
2022-02-04,Audi A4,35134,Dealer B,Gray,2.0L,2025,332,Standard Sedan
2024-03-12,Ford Focus,26183,Dealer B,Black,2.5L,2022,395,Standard Sedan
2020-01-04,Honda Accord,44988,Dealer B,White,3.0L,2022,380,Standard Sedan
2020-07-02,Chevrolet Impala,19399,Dealer B,Red,3.5L,2020,333,Sports
2024-08-01,BMW 5 Series,37130,Dealer B,White,3.0L,2025,371,Intermediate Sedan
2024-01-16,Honda Accord,52837,Dealer B,Red,3.0L,2024,250,Sports
2021-03-01,Toyota Corolla,40269,Dealer B,White,3.0L,2024,234,Standard Sedan
2020-03-18,Chevrolet Impala,21247,Dealer B,Silver,3.5L,2021,361,Standard Sedan
2024-07-10,Ford Focus,33287,Dealer B,Black,3.0L,2022,201,Premium
2024-05-01,Toyota Camry,40747,Dealer B,Red,3.5L,2024,380,Intermediate Sedan
2021-12-10,Honda Accord,44031,Dealer B,Green,2.5L,2021,323,Premium
2020-11-11,BMW 3 Series,31964,Dealer B,Green,3.0L,2025,218,SUV
2025-02-20,Ford Focus,46521,Dealer B,Gray,3.5L,2021,375,SUV
2021-01-25,Honda Civic,51359,Dealer B,Red,3.0L,2024,247,Sports
2020-08-26,Ford Focus,59461,Dealer B,White,2.0L,2024,202,Standard Sedan
2020-07-19,Chevrolet Malibu,24011,Dealer B,Green,3.5L,2023,233,Sports
2021-12-16,Honda Civic,40035,Dealer B,Blue,2.0L,2025,235,SUV
2021-07-22,Chevrolet Malibu,36938,Dealer B,Black,2.0L,2023,367,Premium
2020-07-24,Honda Civic,52079,Dealer B,White,3.5L,2023,334,Sports
2023-07-22,Chevrolet Malibu,24725,Dealer B,Black,3.0L,2024,375,Intermediate Sedan
2022-05-22,Chevrolet Malibu,46366,Dealer B,Black,2.0L,2025,355,SUV
2020-03-25,Audi A6,38543,Dealer B,White,3.0L,2020,248,Premium
2020-01-16,BMW 5 Series,31951,Dealer B,Black,2.5L,2025,308,Sports
2020-12-22,Honda Accord,20346,Dealer B,White,2.5L,2025,273,Standard Sedan
2024-02-21,Ford Mustang,21866,Dealer B,Silver,2.0L,2025,295,Intermediate Sedan
2023-02-19,Honda Civic,15942,Dealer B,Red,3.5L,2021,361,Premium
2021-07-26,Audi A4,28693,Dealer B,White,3.5L,2024,333,SUV
2024-11-25,BMW 5 Series,31537,Dealer B,Gray,2.0L,2024,244,Sports
2024-11-18,Honda Accord,48609,Dealer B,Blue,2.0L,2025,203,Sports
2024-03-08,Honda Accord,20878,Dealer B,Black,2.5L,2023,199,SUV
2024-06-01,Toyota Camry,26187,Dealer B,Green,2.5L,2023,313,SUV
2022-11-17,Toyota Corolla,30086,Dealer B,Green,2.5L,2024,225,Premium
2021-07-03,Honda Civic,37538,Dealer B,Blue,2.0L,2020,390,Intermediate Sedan
2020-09-29,BMW 5 Series,42305,Dealer B,Blue,3.0L,2024,151,Intermediate Sedan
2022-06-18,Audi A4,30071,Dealer B,Gray,3.0L,2025,296,Standard Sedan
2023-08-04,Toyota Camry,20217,Dealer B,Silver,3.5L,2024,152,Premium
2023-03-03,Audi A4,21167,Dealer B,White,3.5L,2021,261,Sports
2021-03-20,Chevrolet Impala,59772,Dealer B,Gray,2.0L,2023,390,SUV
2021-05-15,Audi A6,56465,Dealer B,Silver,2.5L,2023,173,SUV
2023-07-28,Toyota Corolla,28145,Dealer B,Red,3.5L,2021,177,SUV
2024-12-07,BMW 5 Series,16379,Dealer B,Black,3.5L,2023,303,Intermediate Sedan
2023-06-01,Honda Civic,27867,Dealer B,Green,3.0L,2020,201,Premium
2024-10-07,Toyota Camry,51203,Dealer B,Green,2.0L,2025,279,Intermediate Sedan
2024-11-08,Toyota Corolla,21773,Dealer B,Silver,3.5L,2023,347,Standard Sedan
2020-11-30,Ford Mustang,45815,Dealer B,Blue,3.5L,2020,350,Sports
2022-02-23,Chevrolet Malibu,23016,Dealer B,Gray,3.0L,2023,227,Intermediate Sedan
2022-03-26,Toyota Camry,46422,Dealer B,Blue,2.0L,2020,293,Intermediate Sedan
2020-02-25,Audi A6,18416,Dealer B,Green,2.0L,2021,368,Premium
2020-04-17,Audi A4,44877,Dealer B,Red,3.5L,2022,250,Sports
2025-03-26,Toyota Camry,18701,Dealer B,Blue,3.5L,2021,321,Sports
2022-11-10,Ford Mustang,46852,Dealer B,White,3.0L,2022,158,Intermediate Sedan
2021-06-24,Audi A4,48404,Dealer B,Gray,2.5L,2022,211,Intermediate Sedan
2023-12-03,Honda Accord,47382,Dealer B,Black,3.0L,2022,150,Premium
2021-11-02,Toyota Corolla,35701,Dealer B,Green,2.0L,2023,256,SUV
2023-12-10,Chevrolet Impala,26376,Dealer B,Blue,3.5L,2024,176,SUV
2024-12-29,Audi A4,31601,Dealer B,Silver,3.5L,2020,351,Intermediate Sedan
2020-12-08,Ford Mustang,24377,Dealer B,White,2.5L,2023,163,SUV
2022-07-19,Audi A6,33227,Dealer B,Red,3.0L,2021,210,Sports
2020-10-28,Audi A6,44560,Dealer B,Gray,3.5L,2023,197,Intermediate Sedan
2021-01-09,Honda Civic,26308,Dealer B,Silver,3.5L,2024,317,SUV
2020-09-24,Ford Mustang,40340,Dealer B,Black,2.5L,2025,385,Standard Sedan
2022-04-28,BMW 5 Series,17645,Dealer B,Black,3.5L,2022,187,Premium
2021-01-25,Ford Mustang,57535,Dealer B,Black,2.5L,2021,333,SUV
2020-07-19,Honda Civic,36778,Dealer B,White,3.0L,2020,290,Sports
2020-05-09,Audi A6,48779,Dealer B,Silver,3.0L,2023,204,Intermediate Sedan
2021-05-15,Chevrolet Malibu,58299,Dealer B,Black,3.5L,2020,380,Premium
2021-08-19,Audi A4,50336,Dealer B,White,3.5L,2023,324,Sports
2020-05-14,Honda Accord,43175,Dealer B,Green,3.5L,2020,157,SUV
2020-10-31,Ford Focus,21905,Dealer B,Blue,2.5L,2024,384,Intermediate Sedan
2021-03-28,Toyota Corolla,34882,Dealer B,Green,2.5L,2021,385,Premium
2024-04-12,Chevrolet Malibu,55198,Dealer B,Red,3.0L,2022,198,SUV
2023-05-03,Honda Accord,53205,Dealer B,Green,3.5L,2022,307,Intermediate Sedan
2022-12-26,Toyota Camry,18829,Dealer B,Blue,2.5L,2024,209,Sports
2021-01-19,Chevrolet Impala,28557,Dealer B,Silver,3.0L,2020,171,Sports
2021-10-23,Honda Accord,36272,Dealer B,Green,3.0L,2023,275,Sports
2021-08-07,Ford Mustang,19588,Dealer B,Green,3.5L,2025,292,SUV
2024-10-29,BMW 5 Series,22788,Dealer B,Black,2.5L,2025,181,Sports
2025-03-18,Audi A4,59625,Dealer B,Black,2.0L,2023,263,Sports
2022-11-16,BMW 3 Series,46582,Dealer B,White,3.0L,2022,345,SUV
2021-07-17,Audi A6,56354,Dealer B,White,2.5L,2022,150,Premium
2021-03-18,Ford Mustang,57315,Dealer B,Red,2.0L,2020,372,Intermediate Sedan
2022-08-29,Honda Civic,34206,Dealer B,Blue,3.0L,2025,238,Premium
2022-07-08,Audi A6,34025,Dealer B,Gray,3.5L,2022,268,SUV
2023-12-27,Ford Mustang,41634,Dealer B,Red,2.5L,2024,195,Premium
2020-02-06,Audi A6,15856,Dealer B,Silver,3.5L,2023,374,Premium
2022-07-09,BMW 3 Series,45914,Dealer B,Gray,2.5L,2023,300,Premium
2020-03-24,Honda Accord,16721,Dealer B,Silver,3.5L,2024,340,Premium
2020-03-28,Chevrolet Malibu,59678,Dealer B,Black,3.5L,2021,367,Premium
2024-01-20,Toyota Corolla,16967,Dealer B,Black,2.0L,2022,242,Premium
2021-02-12,Audi A4,27546,Dealer B,Silver,2.5L,2021,198,Sports
2021-01-01,Ford Focus,34540,Dealer B,Silver,2.0L,2024,349,Standard Sedan
2021-04-11,Ford Focus,34839,Dealer B,Blue,3.0L,2025,392,Intermediate Sedan
2021-03-15,Honda Accord,19732,Dealer B,Green,3.5L,2021,306,Standard Sedan
2020-08-25,Toyota Corolla,50108,Dealer B,Blue,3.0L,2020,199,Sports
2021-10-04,Ford Focus,53494,Dealer B,Gray,3.5L,2023,340,Standard Sedan
2020-03-15,Audi A4,34575,Dealer B,Gray,3.5L,2021,298,Intermediate Sedan
2021-01-30,Honda Accord,21773,Dealer B,Black,3.5L,2023,393,Standard Sedan
2024-07-08,Ford Focus,38193,Dealer B,Silver,3.5L,2022,225,Premium
2020-03-21,BMW 5 Series,48580,Dealer B,White,3.5L,2021,199,Standard Sedan
2024-05-18,Audi A4,39141,Dealer B,Gray,3.5L,2023,275,Standard Sedan
2021-03-22,Toyota Corolla,23272,Dealer B,Blue,3.0L,2023,288,Intermediate Sedan
2023-12-09,Chevrolet Malibu,20252,Dealer B,Red,3.5L,2022,181,Premium
2022-07-02,Chevrolet Impala,27102,Dealer B,White,2.0L,2021,257,Premium
2022-06-15,Honda Accord,44133,Dealer B,White,2.5L,2021,275,Premium
2020-08-26,Chevrolet Malibu,30961,Dealer B,White,3.5L,2021,315,Sports
2024-12-21,Audi A6,28783,Dealer B,Silver,2.0L,2020,152,SUV
2024-02-13,Ford Mustang,37718,Dealer B,Silver,3.5L,2020,242,SUV
2025-03-01,BMW 5 Series,42140,Dealer B,Gray,3.5L,2023,332,Intermediate Sedan
2021-10-26,Honda Civic,28196,Dealer B,Black,3.5L,2020,311,Intermediate Sedan
2021-10-19,Chevrolet Impala,41188,Dealer B,Silver,2.0L,2023,383,SUV
2024-01-22,Honda Accord,27489,Dealer B,Silver,3.0L,2023,368,Sports
2021-04-30,Ford Mustang,53075,Dealer B,Red,2.0L,2020,347,Standard Sedan
2024-09-15,Audi A4,49947,Dealer B,Silver,2.0L,2024,177,Premium
2023-10-11,Audi A4,28098,Dealer B,Red,3.5L,2024,160,SUV
2021-03-12,Audi A4,57802,Dealer B,White,2.5L,2025,243,SUV
2024-12-04,Ford Mustang,58329,Dealer B,Black,3.0L,2023,393,SUV
2025-02-16,BMW 5 Series,30215,Dealer B,Silver,2.0L,2020,298,Premium
2024-10-21,Toyota Corolla,29050,Dealer B,Red,2.0L,2024,252,Premium
2024-07-13,Ford Focus,36143,Dealer B,Red,3.5L,2022,274,Premium
2023-10-08,Toyota Camry,57317,Dealer B,Blue,2.5L,2025,163,Sports
2023-07-21,Honda Accord,34811,Dealer B,Silver,3.0L,2025,351,Intermediate Sedan
2020-09-30,Audi A4,15280,Dealer B,Black,3.0L,2023,398,Sports
2022-02-04,Chevrolet Malibu,38989,Dealer B,Blue,3.0L,2024,157,Intermediate Sedan
2020-05-26,Honda Civic,19412,Dealer B,Green,3.5L,2021,262,SUV
2021-05-30,BMW 5 Series,34203,Dealer B,Black,2.5L,2025,334,Standard Sedan
2021-09-27,BMW 5 Series,55902,Dealer B,Blue,2.5L,2025,229,Sports
2024-07-17,Honda Accord,34488,Dealer B,Red,3.0L,2021,189,Premium
2022-12-18,Honda Accord,26300,Dealer B,Gray,3.5L,2021,263,SUV
2024-01-09,Toyota Camry,20141,Dealer B,Gray,2.0L,2024,184,Sports
2020-03-16,Audi A6,49628,Dealer B,Silver,2.5L,2021,240,Sports
2024-07-25,Ford Focus,58104,Dealer B,Blue,3.5L,2023,258,Premium
2024-10-05,Chevrolet Impala,58022,Dealer B,Blue,3.5L,2024,195,Standard Sedan
2022-09-10,Ford Mustang,57559,Dealer B,Gray,2.5L,2021,236,Standard Sedan
2022-06-23,BMW 5 Series,55963,Dealer B,Blue,3.5L,2024,211,Standard Sedan
2022-07-29,Honda Civic,19277,Dealer B,Red,2.5L,2021,192,Sports
2023-10-07,Honda Accord,48023,Dealer B,Gray,3.0L,2021,357,SUV
2020-01-03,Toyota Corolla,59730,Dealer B,Silver,2.0L,2023,234,SUV
2022-03-06,Chevrolet Malibu,20682,Dealer B,Red,3.0L,2025,398,Sports
2020-08-30,Toyota Corolla,58055,Dealer B,Green,2.5L,2023,313,Standard Sedan
2023-07-25,Toyota Corolla,36739,Dealer B,White,2.5L,2021,160,Sports
2024-04-25,BMW 3 Series,23065,Dealer B,Blue,2.0L,2020,324,Intermediate Sedan
2022-10-12,Toyota Corolla,44667,Dealer B,White,3.5L,2025,164,Standard Sedan
2023-04-19,Chevrolet Malibu,29993,Dealer B,Silver,3.0L,2025,193,Intermediate Sedan
2024-04-09,Ford Focus,25107,Dealer B,Red,2.5L,2021,365,Standard Sedan
2021-11-28,BMW 3 Series,42230,Dealer B,Blue,2.5L,2024,343,SUV
2020-11-28,BMW 5 Series,18852,Dealer B,Blue,3.0L,2025,329,Sports
2023-10-10,Chevrolet Impala,43250,Dealer B,Silver,3.0L,2020,309,Intermediate Sedan
2024-06-14,BMW 3 Series,45722,Dealer B,White,2.5L,2023,250,SUV
2021-07-11,Audi A6,17962,Dealer B,Silver,2.0L,2024,292,Premium
2021-12-16,Ford Focus,57973,Dealer B,Silver,2.5L,2023,399,Premium
2024-04-15,Honda Civic,27261,Dealer B,Blue,2.5L,2022,163,Premium
2023-01-02,BMW 5 Series,47593,Dealer B,Gray,2.5L,2021,189,Premium
2024-12-28,Ford Focus,22530,Dealer B,White,3.5L,2020,339,Standard Sedan
2021-09-25,Honda Accord,31947,Dealer B,Green,2.0L,2022,232,Sports
2024-09-11,Chevrolet Malibu,16590,Dealer B,Gray,3.0L,2020,250,Standard Sedan
2022-10-13,Toyota Corolla,37559,Dealer B,Black,2.5L,2024,161,Premium
2020-01-20,BMW 3 Series,33366,Dealer B,White,2.0L,2021,383,Sports
2024-10-30,Toyota Corolla,21535,Dealer B,Blue,2.0L,2021,172,SUV
2021-12-06,Ford Focus,54784,Dealer B,Silver,3.5L,2022,253,SUV
2021-08-16,Ford Mustang,20376,Dealer B,Gray,2.0L,2022,382,Standard Sedan
2022-01-07,Audi A4,17836,Dealer B,Red,2.0L,2025,240,SUV
2022-04-10,Honda Civic,20626,Dealer B,Gray,3.0L,2022,309,Premium
2024-02-29,Chevrolet Impala,30674,Dealer B,Silver,3.0L,2022,263,SUV
2021-09-19,BMW 5 Series,38244,Dealer B,Blue,2.5L,2021,360,Intermediate Sedan
2021-12-26,Chevrolet Impala,31990,Dealer B,White,3.5L,2023,190,SUV
2024-08-06,Ford Mustang,25875,Dealer B,Black,3.5L,2022,264,Intermediate Sedan
2021-04-17,Audi A6,46618,Dealer B,White,3.0L,2023,320,Sports
2023-05-30,BMW 3 Series,24104,Dealer B,Silver,3.0L,2022,392,Sports
2020-08-06,Chevrolet Impala,47698,Dealer B,Gray,3.0L,2020,183,Standard Sedan
2020-08-29,Honda Civic,16821,Dealer B,Blue,3.0L,2021,178,SUV
2020-03-11,Audi A4,16183,Dealer B,Red,2.0L,2021,235,Intermediate Sedan
2025-03-18,Chevrolet Malibu,18673,Dealer B,Gray,2.0L,2025,184,SUV
2022-04-11,Ford Mustang,53507,Dealer B,Green,3.0L,2022,184,Standard Sedan
2025-01-10,Honda Civic,51786,Dealer B,Red,2.0L,2022,339,Intermediate Sedan
2024-07-13,Chevrolet Impala,27222,Dealer B,White,2.0L,2024,324,Premium
2023-07-17,Honda Accord,29032,Dealer B,Blue,3.0L,2025,216,Sports
2025-03-14,Audi A4,54151,Dealer B,Black,3.0L,2022,253,Premium
2021-08-04,Honda Civic,22762,Dealer B,Black,3.5L,2025,234,Premium
2020-06-10,Audi A6,56402,Dealer B,Green,3.0L,2025,163,Standard Sedan
2022-07-29,Honda Accord,54002,Dealer B,Black,3.5L,2022,290,SUV
2022-03-06,Audi A6,51742,Dealer B,Gray,2.0L,2025,295,Intermediate Sedan
2024-12-08,BMW 5 Series,47065,Dealer B,Red,2.0L,2021,184,Intermediate Sedan
2024-06-06,BMW 3 Series,52751,Dealer B,Gray,2.0L,2025,239,Standard Sedan
2020-07-04,Honda Civic,31143,Dealer B,White,3.5L,2020,336,SUV
2021-11-22,Ford Focus,34488,Dealer B,Silver,2.0L,2022,349,Premium
2022-09-13,Honda Civic,49954,Dealer B,Blue,2.0L,2022,248,Standard Sedan
2022-06-09,Honda Civic,38453,Dealer B,White,2.0L,2021,205,Premium
2023-08-08,BMW 3 Series,37968,Dealer B,Silver,2.0L,2020,160,Sports
2024-02-28,Chevrolet Malibu,54043,Dealer B,Gray,2.0L,2023,298,SUV
2022-04-02,BMW 5 Series,21729,Dealer B,Gray,2.0L,2025,371,Premium
2022-07-02,Honda Civic,36017,Dealer B,Gray,2.0L,2023,293,Premium
2020-01-16,Chevrolet Impala,57241,Dealer B,Red,2.5L,2025,298,Standard Sedan
2024-09-05,Toyota Corolla,46433,Dealer B,Black,3.0L,2025,321,Standard Sedan
2021-03-23,Ford Focus,52809,Dealer B,Gray,3.5L,2023,240,SUV
2023-12-06,Toyota Corolla,44505,Dealer B,Red,2.0L,2020,398,Sports
2021-04-17,BMW 3 Series,44762,Dealer B,White,2.5L,2021,345,Sports
2021-10-24,Chevrolet Impala,46196,Dealer B,Gray,3.0L,2020,240,SUV
2020-04-02,BMW 3 Series,58145,Dealer B,Red,2.5L,2023,304,Intermediate Sedan
2022-03-04,Ford Mustang,30758,Dealer B,Gray,3.5L,2021,336,SUV
2021-09-23,Ford Mustang,22405,Dealer B,Red,2.5L,2023,151,Premium
2023-09-24,Chevrolet Malibu,47728,Dealer B,Silver,3.5L,2025,217,SUV
2022-01-25,Audi A6,53311,Dealer B,Red,3.0L,2025,263,SUV
2020-07-10,Audi A6,50309,Dealer B,Silver,2.5L,2023,171,Standard Sedan
2023-07-05,Chevrolet Malibu,28577,Dealer B,Gray,3.5L,2024,300,SUV
2023-02-19,Ford Mustang,24192,Dealer B,Blue,3.0L,2023,392,Sports
2024-11-26,Ford Mustang,48872,Dealer B,Black,2.0L,2023,328,Sports
2024-04-01,Toyota Camry,24169,Dealer B,Green,2.5L,2023,327,SUV
2023-07-25,Ford Focus,27630,Dealer B,Gray,3.0L,2023,360,Sports
2020-10-12,Toyota Camry,41316,Dealer B,Black,2.0L,2022,232,Sports
2022-10-27,BMW 3 Series,18597,Dealer B,Red,2.5L,2023,306,SUV
2025-02-25,Chevrolet Malibu,17039,Dealer B,Red,2.5L,2025,274,Premium
2023-06-04,Ford Focus,24926,Dealer B,Red,2.0L,2023,186,Sports
2024-09-09,Toyota Corolla,59104,Dealer B,Green,2.0L,2020,177,Standard Sedan
2024-07-04,Toyota Camry,59215,Dealer B,Gray,2.5L,2025,261,Intermediate Sedan
2021-03-04,BMW 5 Series,44230,Dealer B,Blue,3.5L,2023,334,Premium
2020-05-10,Honda Accord,36797,Dealer B,Blue,2.0L,2024,380,Premium
2021-05-25,Honda Civic,24617,Dealer B,Silver,2.0L,2023,156,Sports
2023-07-24,Audi A6,45211,Dealer B,Red,3.5L,2024,199,Sports
2020-04-22,Audi A6,21263,Dealer B,Green,3.5L,2024,188,Premium
2021-02-23,Ford Focus,57076,Dealer B,Silver,3.5L,2021,345,Standard Sedan
2024-10-07,Chevrolet Impala,15908,Dealer B,Green,2.5L,2022,175,Sports
2023-04-02,Honda Accord,52222,Dealer B,Blue,3.0L,2025,163,SUV
2020-11-01,Honda Accord,27320,Dealer B,White,2.0L,2023,193,Intermediate Sedan
2024-01-27,Ford Focus,39049,Dealer B,Black,3.5L,2024,206,Sports
2025-02-17,Audi A6,35545,Dealer B,White,3.5L,2024,381,Sports
2021-08-08,Toyota Camry,44469,Dealer B,Silver,3.5L,2024,167,Premium
2020-10-24,Chevrolet Malibu,27705,Dealer B,Black,3.5L,2024,287,SUV
2022-12-21,Audi A4,51557,Dealer B,White,3.5L,2024,372,SUV
2021-04-21,Honda Accord,31794,Dealer B,Silver,2.5L,2025,316,SUV
2024-11-10,Audi A4,50008,Dealer B,Gray,2.0L,2022,165,Sports
2022-12-28,BMW 3 Series,32521,Dealer B,Green,3.5L,2021,391,Standard Sedan
2022-01-04,Ford Focus,52977,Dealer B,Black,2.0L,2021,291,Sports
2024-12-19,Chevrolet Malibu,35378,Dealer B,Gray,3.0L,2021,274,Premium
2023-08-23,Audi A6,24231,Dealer B,Red,3.5L,2021,397,Intermediate Sedan
2023-11-28,Toyota Camry,26955,Dealer B,White,3.0L,2021,325,Standard Sedan
2022-01-03,Honda Accord,58009,Dealer B,White,3.0L,2024,337,SUV
2021-07-28,Chevrolet Malibu,20060,Dealer B,Black,2.5L,2020,355,Premium
2023-05-28,BMW 3 Series,37363,Dealer B,Green,3.0L,2022,192,Sports
2022-01-20,Toyota Camry,17523,Dealer B,Green,2.0L,2020,310,Premium
2023-08-12,Ford Mustang,34597,Dealer B,Black,3.5L,2025,279,Sports
2021-11-04,Ford Focus,43598,Dealer B,Silver,2.5L,2020,275,Intermediate Sedan
2021-01-13,BMW 5 Series,42599,Dealer B,Silver,2.5L,2023,183,Premium
2020-05-25,Ford Focus,46393,Dealer B,Blue,2.5L,2024,215,Sports
2021-10-09,Toyota Corolla,55645,Dealer B,Black,3.0L,2025,400,SUV
2020-05-11,Ford Focus,30942,Dealer B,Black,2.0L,2020,364,SUV
2020-06-02,Audi A4,58443,Dealer B,White,2.5L,2021,344,Standard Sedan
2023-11-17,Chevrolet Impala,46882,Dealer B,Blue,3.0L,2021,151,Intermediate Sedan
2022-10-24,Honda Civic,23464,Dealer B,Silver,3.5L,2024,326,Intermediate Sedan
2020-07-11,Toyota Camry,42788,Dealer B,Green,3.5L,2022,225,Premium
2023-10-25,Ford Focus,51623,Dealer B,Gray,2.5L,2023,232,SUV
2024-05-04,Audi A4,59159,Dealer B,Red,2.0L,2023,341,Premium
2021-03-31,Honda Civic,52227,Dealer B,Silver,3.0L,2023,201,SUV
2024-07-19,Chevrolet Malibu,17514,Dealer B,Red,3.0L,2020,232,Sports
2024-04-06,Honda Civic,37480,Dealer B,Silver,2.0L,2020,241,Standard Sedan
2022-01-04,Ford Mustang,42181,Dealer B,White,2.5L,2025,229,Sports
2024-02-19,Chevrolet Impala,16349,Dealer B,Blue,2.0L,2021,316,Standard Sedan
2024-06-20,Chevrolet Impala,38791,Dealer B,White,2.5L,2021,280,SUV
2024-09-08,Chevrolet Malibu,24157,Dealer B,White,3.0L,2025,190,Sports
2020-03-22,Audi A6,16569,Dealer B,Silver,2.0L,2023,283,Sports
2020-09-05,Audi A6,16688,Dealer B,Green,3.0L,2020,253,SUV
2021-09-06,Toyota Corolla,41004,Dealer B,Silver,3.0L,2022,348,Sports
2025-01-17,Honda Accord,29806,Dealer B,Silver,2.5L,2020,265,Standard Sedan
